StreamID,GridID,Length_m,H,B,R,A,P,HIndex,Q,ORIG_FID,RiverID
3580,3580,528.573164655183177,1.000000000000000,56.815620629486709,0.740574490930208,42.776500373884183,57.761239278109933,1,44.781950842571483,138,3580
3580,3580,528.573164655183177,2.000000000000000,79.839562425603248,1.358860592972629,111.326573012671147,81.926412163542309,2,174.676320465758209,273,3580
3580,3580,528.573164655183177,3.000000000000000,98.808871994018375,1.969519439706622,201.204209363350145,102.159037025459014,3,404.323671874647800,408,3580
3580,3580,528.573164655183177,4.000000000000000,111.819695272208705,2.631164035902111,306.730578321959115,116.575999875581545,4,747.665971162745109,543,3580
3580,3580,528.573164655183177,5.000000000000000,122.984357035224818,3.283312471890881,424.295846073632219,129.227982321547813,5,1198.750632702592839,678,3580
3580,3580,528.573164655183177,6.000000000000000,133.805171216039724,3.901973681111064,552.632579327941244,141.628986890188941,6,1751.773557947818290,813,3580
3580,3580,528.573164655183177,7.000000000000000,147.231380835144279,4.427317173363303,692.718118993127064,156.464534133860013,7,2388.740079997841804,948,3580
3580,3580,528.573164655183177,8.000000000000000,191.137717069775249,4.241184376242296,854.420726558837487,201.458048215262295,8,2863.178793256165136,1083,3580
3580,3580,528.573164655183177,9.000000000000000,318.968248082332423,3.347389894911545,1104.867458686512919,330.068349780839924,9,3162.032346494735975,1218,3580
3580,3580,528.573164655183177,10.000000000000000,541.345325690749405,2.772882441590935,1533.626541355736435,553.080259859780313,10,3871.320966320462958,1353,3580
3580,3580,528.573164655183177,11.000000000000000,763.491633109769623,2.817432109726104,2185.864765631403770,775.835825142172439,11,5576.703072438444906,1488,3580
3580,3580,528.573164655183177,12.000000000000000,915.317648415803887,3.267935479439918,3033.507184097565187,928.264099209654432,12,8543.698917165340390,1623,3580
3580,3580,528.573164655183177,15.000000000000000,1243.675935504691097,5.036404230698719,6337.404782084046019,1258.319327002240016,13,23814.625652061178698,1758,3580
3580,3580,528.573164655183177,20.000000000000000,1563.108031667710975,8.463944038095644,13361.562751672439845,1578.644978219721452,14,70972.652443815837614,1893,3580
3580,3580,528.573164655183177,25.000000000000000,1894.473254324438358,11.527508377878158,22025.013038235876593,1910.648191807254307,15,143744.663443152792752,2028,3580
3580,3580,528.573164655183177,30.000000000000000,2392.740708760491543,13.731255198996358,33119.252270929944643,2411.961018199609953,16,242887.934035139856860,2163,3580
3580,3580,528.573164655183177,35.000000000000000,2515.371987405939308,17.897568664356701,45395.492432563398324,2536.405546691336895,17,397247.050703089684248,2298,3580
3580,3580,528.573164655183177,40.000000000000000,2515.388141319196620,22.855989352789045,57972.431756564852549,2536.421891948888970,18,597136.282242067158222,2433,3580
3580,3580,528.573164655183177,45.000000000000000,2515.388141319196620,27.814525922165551,70549.372463160558254,2536.421891948888970,19,828309.905490239849314,2568,3580
3580,3580,528.573164655183177,50.000000000000000,2515.388141319196620,32.773062491541786,83126.313169755580020,2536.421891948888970,20,1088767.449096062220633,2703,3580
3580,3580,528.573164655183177,55.000000000000000,2515.388141319196620,37.731599060918555,95703.253876351969666,2536.421891948888970,21,1376941.331679211696610,2838,3580
3580,3580,528.573164655183177,60.000000000000000,2515.388141319196620,42.690135630295053,108280.194582947660820,2536.421891948888970,22,1691554.425797029864043,2973,3580
3580,3580,528.573164655183177,70.000000000000000,2515.388141319196620,52.607208769048093,133434.075996139144991,2536.421891948888970,23,2395974.458959145471454,3108,3580
3580,3580,528.573164655183177,80.000000000000000,2515.388141319196620,62.524281907801104,158587.957409330556402,2536.421891948888970,24,3195125.630519571248442,3243,3580
3581,3581,431.295789570862667,0.000000000000000,12.345078235073792,-0.000561770970020,-0.006972443711618,12.411541506614542,0,0.000000000000000,4,3581
3581,3581,431.295789570862667,1.000000000000000,57.358655598059919,0.722188616520530,42.113903185586430,58.314271676683539,1,43.355531233101317,139,3581
3581,3581,431.295789570862667,2.000000000000000,78.261856797471239,1.369078899365606,110.014755062216238,80.356767687526300,2,173.482303220796496,274,3581
3581,3581,431.295789570862667,3.000000000000000,96.650791203988945,1.976566524203746,197.583525771400360,99.963003193629547,3,397.994386461713191,409,3581
3581,3581,431.295789570862667,4.000000000000000,118.764460555659497,2.491669300608719,307.266515452495753,123.317534705520529,4,722.260883441748888,544,3581
3581,3581,431.295789570862667,5.000000000000000,133.174122321455826,3.116408298716574,433.247735410998928,139.021493297082657,5,1182.200470761780707,679,3581
3581,3581,431.295789570862667,6.000000000000000,146.002822178109824,3.741629196209017,573.049676779074503,153.155122201762538,6,1766.382259397725193,814,3581
3581,3581,431.295789570862667,7.000000000000000,157.210965372977512,4.374135411799545,724.760060386480632,165.692186490474967,7,2479.177718448961514,949,3581
3581,3581,431.295789570862667,8.000000000000000,167.960940715821835,4.990485143606493,887.331736941544591,177.804704634446267,8,3314.106432200480867,1084,3581
3581,3581,431.295789570862667,9.000000000000000,178.487488525889319,5.590091911297873,1060.507210051800257,189.711945148604599,9,4272.133836268035338,1219,3581
3581,3581,431.295789570862667,10.000000000000000,189.887949090742126,6.148019726328402,1244.649450201830859,202.447211558498964,10,5342.228726442400330,1354,3581
3581,3581,431.295789570862667,11.000000000000000,203.483090230719142,6.630958922086380,1441.078258888459914,217.325770800437368,11,6505.146022041017204,1489,3581
3581,3581,431.295789570862667,12.000000000000000,229.723098447217382,6.763353579065904,1654.651923101599778,244.649625922725448,12,7568.328400875107945,1624,3581
3581,3581,431.295789570862667,15.000000000000000,471.005036469863455,5.484677693650931,2680.617768184868510,488.746635246762935,13,10662.381676625484033,1759,3581
3581,3581,431.295789570862667,20.000000000000000,787.686696313143557,7.170950380024923,5798.972606160000396,808.675600700481482,14,27579.568089366886852,1894,3581
3581,3581,431.295789570862667,25.000000000000000,894.309708790184118,11.115782432180367,10178.239887811780136,915.656630553114610,15,64836.261636857139820,2029,3581
3581,3581,431.295789570862667,30.000000000000000,894.309708790184118,15.999216237764626,14649.788431762237451,915.656630553114610,16,118964.052523848906276,2164,3581
3581,3581,431.295789570862667,35.000000000000000,894.309708790184118,20.882650043349333,19121.336975713104039,915.656630553114610,17,185450.177782106940867,2299,3581
3581,3581,431.295789570862667,40.000000000000000,894.309708790184118,25.766083848934002,23592.885519663934247,915.656630553114610,18,263227.906271059298888,2434,3581
3581,3581,431.295789570862667,45.000000000000000,894.309708790184118,30.649517654518682,28064.434063614775368,915.656630553114610,19,351525.884888569416944,2569,3581
3581,3581,431.295789570862667,50.000000000000000,894.309708790184118,35.532951460103732,32535.982607565954822,915.656630553114610,20,449748.828562215378042,2704,3581
3581,3581,431.295789570862667,55.000000000000000,894.309708790184118,40.416385265688398,37007.531151516785030,915.656630553114610,21,557417.181566771236248,2839,3581
3581,3581,431.295789570862667,60.000000000000000,894.309708790184118,45.299819071273063,41479.079695467611600,915.656630553114610,22,674132.630106258322485,2974,3581
3581,3581,431.295789570862667,70.000000000000000,894.309708790184118,55.066686682442402,50422.176783369279292,915.656630553114610,23,933396.454017775249667,3109,3581
3581,3581,431.295789570862667,80.000000000000000,894.309708790184118,64.833554293611300,59365.273871270539530,915.656630553114610,24,1225324.042144555365667,3244,3581
3582,3582,639.451800066763553,0.000000000000000,4.528534882059667,-0.000408913148528,-0.001860284982903,4.549340097276775,0,0.000000000000000,5,3582
3582,3582,639.451800066763553,1.000000000000000,92.245530676765540,0.460571626297692,42.649213461894718,92.600609822039331,1,32.530774600323042,140,3582
3582,3582,639.451800066763553,2.000000000000000,266.863088850203553,0.808274963360819,216.374796421560944,267.699491175467529,2,240.121666330335501,275,3582
3582,3582,639.451800066763553,3.000000000000000,493.736200755378150,1.190492479752450,589.546120705312660,495.211965411072754,3,846.942933338468833,410,3582
3582,3582,639.451800066763553,4.000000000000000,709.541680231862642,1.681133573360587,1196.448818359017650,711.691704524891293,4,2163.453330903515507,545,3582
3582,3582,639.451800066763553,5.000000000000000,880.140020630869458,2.260135209889062,1995.546533605334389,882.932368326444248,5,4395.450551723004537,680,3582
3582,3582,639.451800066763553,6.000000000000000,1001.651255671813374,2.921929177110887,2936.415909464526521,1004.957934116652268,6,7675.663911109904802,815,3582
3582,3582,639.451800066763553,7.000000000000000,1113.016207209102959,3.577589130744480,3995.155980608704795,1116.717385536480379,7,11952.148305575004997,950,3582
3582,3582,639.451800066763553,8.000000000000000,1205.877878057269299,4.260132174159263,5154.342688944343536,1209.902058957021382,8,17323.697716791710263,1085,3582
3582,3582,639.451800066763553,9.000000000000000,1339.212137192149839,4.773830934379860,6414.063878972649036,1343.588402509244361,9,23257.510673062817659,1220,3582
3582,3582,639.451800066763553,10.000000000000000,1548.398401824174698,5.056605330153938,7854.175402804610712,1553.250627643013331,10,29593.197540412034868,1355,3582
3582,3582,639.451800066763553,11.000000000000000,1703.019063970388061,5.549338865788733,9479.775233934222342,1708.271104577221195,11,38002.379954363510478,1490,3582
3582,3582,639.451800066763553,12.000000000000000,1806.654603821870751,6.205993222978435,11246.376705544687866,1812.179984970597161,12,48574.173113490964170,1625,3582
3582,3582,639.451800066763553,15.000000000000000,1909.666373283111625,8.778958892895742,16817.441427175675926,1915.653283305036211,13,91532.191230061260285,1760,3582
3582,3582,639.451800066763553,20.000000000000000,2111.514274944924182,12.694549186825590,26889.011112837924884,2118.154076770473694,14,187142.148413506831275,1895,3582
3582,3582,639.451800066763553,25.000000000000000,2135.875656149130009,17.518368084750779,37534.906782575861143,2142.602929735726320,15,323804.613076622947119,2030,3582
3582,3582,639.451800066763553,30.000000000000000,2138.765601535111728,22.475492954112180,48221.575447751129104,2145.518033629085494,16,491171.098598445416428,2165,3582
3582,3582,639.451800066763553,35.000000000000000,2140.638820260546709,27.439176647085841,58922.952358576752886,2147.402347979512797,17,685567.900229044258595,2300,3582
3582,3582,639.451800066763553,40.000000000000000,2140.638820260546709,32.423428485765555,69626.146459878771566,2147.402347979512797,18,905448.127505073091015,2435,3582
3582,3582,639.451800066763553,45.000000000000000,2140.638820260546709,37.407680324445963,80329.340561182281817,2147.402347979512797,19,1149123.339883489534259,2570,3582
3582,3582,639.451800066763553,50.000000000000000,2140.638820260546709,42.391932163125901,91032.534662484787987,2147.402347979512797,20,1415480.969027389306575,2705,3582
3582,3582,639.451800066763553,55.000000000000000,2140.638820260546709,47.376184001805839,101735.728763787294156,2147.402347979512797,21,1703591.548119165934622,2840,3582
3582,3582,639.451800066763553,60.000000000000000,2140.638820260546709,52.360435840485785,112438.922865089814877,2147.402347979512797,22,2012661.644615347264335,2975,3582
3582,3582,639.451800066763553,70.000000000000000,2140.638820260546709,62.328939517846372,133845.311067696340615,2147.402347979512797,23,2691007.521998792421073,3110,3582
3582,3582,639.451800066763553,80.000000000000000,2140.638820260546709,72.297443195205702,155251.699270300188800,2147.402347979512797,24,3445907.219734103884548,3245,3582
3583,3583,33.888644548980871,0.000000000000000,11.122158959364613,-0.000537981065712,-0.006153522428776,11.438176584582408,0,0.000000000000000,6,3583
3583,3583,33.888644548980871,1.000000000000000,109.853815999937879,0.580133907291588,64.385434379902534,110.983746287977297,1,57.278511260002198,141,3583
3583,3583,33.888644548980871,2.000000000000000,206.029896062793057,1.056894527847569,219.798161936410168,207.966032697740218,2,291.673572498868509,276,3583
3583,3583,33.888644548980871,3.000000000000000,325.638097428387255,1.451140889782107,476.923476686874949,328.654150706542680,3,781.820426270346161,411,3583
3583,3583,33.888644548980871,4.000000000000000,430.848682018104967,1.991265048625218,865.546659238982329,434.671747910485919,4,1752.111702236344854,546,3583
3583,3583,33.888644548980871,5.000000000000000,487.071375527902774,2.690340723434943,1323.317419294349975,491.877258433191912,5,3273.815080134974323,681,3583
3583,3583,33.888644548980871,6.000000000000000,525.153071900096165,3.448444566099969,1830.490687345361721,530.816329582343201,6,5343.612391782016857,816,3583
3583,3583,33.888644548980871,7.000000000000000,533.071761126828278,4.379333957327121,2362.032227158904789,539.358781535022558,7,8086.174708589216607,951,3583
3583,3583,33.888644548980871,8.000000000000000,533.611671755923680,5.354595501056678,2895.406982809045530,540.733092207929644,8,11333.898572376956508,1086,3583
3583,3583,33.888644548980871,9.000000000000000,534.511522804415904,6.322873969986986,3429.379073908983628,542.376629707841857,9,14997.208714710224740,1221,3583
3583,3583,33.888644548980871,10.000000000000000,537.067099782134051,7.267719112311498,3965.053344430387369,545.570526757644870,10,19026.827570050405484,1356,3583
3583,3583,33.888644548980871,11.000000000000000,537.067099782134051,8.252132810342326,4502.120444212507209,545.570526757644870,11,23513.277743524991820,1491,3583
3583,3583,33.888644548980871,12.000000000000000,537.067099782134051,9.236546508373165,5039.187543994632506,545.570526757644870,12,28371.711035139673186,1626,3583
3583,3583,33.888644548980871,15.000000000000000,537.067099782134051,12.189787602465662,6650.388843341000211,545.570526757644870,13,45050.165391207432549,1761,3583
3583,3583,33.888644548980871,20.000000000000000,537.067099782134051,17.111856092619917,9335.724342251662165,545.570526757644870,14,79286.276815491641173,1896,3583
3583,3583,33.888644548980871,25.000000000000000,537.067099782134051,22.033924582774077,12021.059841162274097,545.570526757644870,15,120834.029041644826066,2031,3583
3583,3583,33.888644548980871,30.000000000000000,537.067099782134051,26.955993072928248,14706.395340072889667,545.570526757644870,16,169094.073243518534582,2166,3583
3583,3583,33.888644548980871,35.000000000000000,537.067099782134051,31.878061563082550,17391.730838983577996,545.570526757644870,17,223626.191394563706126,2301,3583
3583,3583,33.888644548980871,40.000000000000000,537.067099782134051,36.800130053236678,20077.066337894171738,545.570526757644870,18,284087.253514205047395,2436,3583
3583,3583,33.888644548980871,45.000000000000000,537.067099782134051,41.722198543390846,22762.401836804787308,545.570526757644870,19,350198.919163730810396,2571,3583
3583,3583,33.888644548980871,50.000000000000000,537.067099782134051,46.644267033545006,25447.737335715399240,545.570526757644870,20,421728.819885368749965,2706,3583
3583,3583,33.888644548980871,55.000000000000000,537.067099782134051,51.566335523699173,28133.072834626014810,545.570526757644870,21,498478.704014010960236,2841,3583
3583,3583,33.888644548980871,60.000000000000000,537.067099782134051,56.488404013853348,30818.408333536630380,545.570526757644870,22,580276.522938219830394,2976,3583
3583,3583,33.888644548980871,70.000000000000000,537.067099782134051,66.332540994161633,36189.079331357832416,545.570526757644870,23,758427.169383661588654,3111,3583
3583,3583,33.888644548980871,80.000000000000000,537.067099782134051,76.176677974469968,41559.750329179063556,545.570526757644870,24,955152.847249595448375,3246,3583
3584,3584,345.273788613019860,0.000000000000000,3.062952798795551,-0.000024006371181,-0.000073744115929,3.071856024071941,0,0.000000000000000,7,3584
3584,3584,345.273788613019860,1.000000000000000,41.104331965382052,0.538013896236761,22.254795143872009,41.364721802796062,1,18.828014388302510,142,3584
3584,3584,345.273788613019860,2.000000000000000,77.407564907046506,1.045453171206145,81.523264339090062,77.978877088331203,2,107.399734890925671,277,3584
3584,3584,345.273788613019860,3.000000000000000,111.361474191041935,1.570221668903184,176.268093110410604,112.256821187250367,3,304.555379926040928,412,3584
3584,3584,345.273788613019860,4.000000000000000,141.365693476129138,2.124892568875874,302.917582450193663,142.556657633964704,4,640.325886010456088,547,3584
3584,3584,345.273788613019860,5.000000000000000,166.303852422724077,2.725105833750865,457.127425088894938,167.746668561382023,5,1140.629986596070239,682,3584
3584,3584,345.273788613019860,6.000000000000000,188.157861665341471,3.343550189198208,634.593211048674448,189.796227105791274,6,1814.760193926965485,817,3584
3584,3584,345.273788613019860,7.000000000000000,206.800539772889493,3.990689105719666,832.391486169826635,208.583396029723104,7,2678.416746259148113,952,3584
3584,3584,345.273788613019860,8.000000000000000,220.769300287811745,4.700757582972405,1046.522204003577144,222.628413725141598,8,3755.884909885517573,1087,3584
3584,3584,345.273788613019860,9.000000000000000,231.682173638999132,5.449285977331100,1272.780240027229866,233.568259276897066,9,5040.787808229008078,1222,3584
3584,3584,345.273788613019860,10.000000000000000,243.707884512240241,6.149452937705541,1510.427010047777230,245.619736478760927,10,6483.994779863725853,1357,3584
3584,3584,345.273788613019860,11.000000000000000,255.860776816573235,6.827807035075574,1760.217157009763014,257.801245402401719,11,8102.250522013634509,1492,3584
3584,3584,345.273788613019860,12.000000000000000,268.345753968757151,7.481240388358118,2022.319725067719673,270.318773370087001,12,9893.519548287509679,1627,3584
3584,3584,345.273788613019860,15.000000000000000,303.783446615490959,9.426555383640800,2883.275341411067529,305.867331603950731,13,16455.334890907583031,1762,3584
3584,3584,345.273788613019860,20.000000000000000,349.162487792571483,12.852355009755771,4516.343063003418138,351.401985050616872,14,31692.803476909793972,1897,3584
3584,3584,345.273788613019860,25.000000000000000,401.091372670882720,15.821408732227241,6387.058969554565920,403.697235666791016,15,51481.313369827577844,2032,3584
3584,3584,345.273788613019860,30.000000000000000,473.545927400407436,17.913691042783658,8559.043129356077770,477.793387689579390,16,74943.480704020694247,2167,3584
3584,3584,345.273788613019860,35.000000000000000,549.964303398961647,20.040821496003367,11188.037527083681198,558.262420994810554,17,105572.187266593609820,2302,3584
3584,3584,345.273788613019860,40.000000000000000,576.845511987237728,23.826199922875755,14007.577612325394512,587.906491915086690,18,148337.680450872314395,2437,3584
3584,3584,345.273788613019860,45.000000000000000,583.907614230366107,28.393095518085048,16920.488491685660847,595.936729790808386,19,201406.423603822709993,2572,3584
3584,3584,345.273788613019860,50.000000000000000,583.907614230366107,33.292169404966707,19840.026562837461825,595.936729790808386,20,262596.482880813186057,2707,3584
3584,3584,345.273788613019860,55.000000000000000,583.907614230366107,38.191243291848316,22759.564633989233698,595.936729790808386,21,330109.791731524805073,2842,3584
3584,3584,345.273788613019860,60.000000000000000,583.907614230366107,43.090317178729997,25679.102705141045590,595.936729790808386,22,403662.336814814538229,2977,3584
3584,3584,345.273788613019860,70.000000000000000,583.907614230366107,52.888464952493088,31518.178847444512940,595.936729790808386,23,567963.398024783120491,3112,3584
3584,3584,345.273788613019860,80.000000000000000,583.907614230366107,62.686612726255980,37357.254989747860236,595.936729790808386,24,753951.513790312339552,3247,3584
3585,3585,150.632196158802145,0.000000000000000,14.648918940462460,-0.000356499627912,-0.005251905236909,14.731867372949628,0,0.000000000000000,8,3585
3585,3585,150.632196158802145,1.000000000000000,80.864623847129977,0.630219967021217,51.154161475791085,81.168741316742370,1,48.090689188566991,143,3585
3585,3585,150.632196158802145,2.000000000000000,149.339614759540467,1.119466424402745,167.847025344630993,149.934845463704107,2,231.440640450195787,278,3585
3585,3585,150.632196158802145,3.000000000000000,235.484003752707793,1.513609128844729,357.972855611181558,236.502838671702733,3,603.547117738578777,413,3585
3585,3585,150.632196158802145,4.000000000000000,318.340686228557388,1.983968972275440,634.519219514464794,319.823156703265511,4,1281.307270412855814,548,3585
3585,3585,150.632196158802145,5.000000000000000,397.197055848360264,2.490150726016054,993.936978740865129,399.147316006467747,5,2335.399576966492532,683,3585
3585,3585,150.632196158802145,6.000000000000000,471.810178633004341,3.009628845284070,1427.466133779628080,474.299725036325469,6,3805.628280847543465,818,3585
3585,3585,150.632196158802145,7.000000000000000,545.824064269171799,3.527255101376706,1936.199449136620615,548.925267237096705,7,5737.991900808410719,953,3585
3585,3585,150.632196158802145,8.000000000000000,621.708541544502737,4.031562657686270,2521.647661597934984,625.476490310860981,8,8169.308039017544615,1088,3585
3585,3585,150.632196158802145,9.000000000000000,684.620344335245022,4.606840235141368,3174.818997354503153,689.153266730787550,9,11241.898581786628711,1223,3585
3585,3585,150.632196158802145,10.000000000000000,777.218679373491682,4.979474049728331,3895.794787788503072,782.370738130676386,10,14529.042015098955744,1358,3585
3585,3585,150.632196158802145,11.000000000000000,887.445923495976444,5.300186036323915,4733.951840117540996,893.167109168284810,11,18405.028868499586679,1493,3585
3585,3585,150.632196158802145,12.000000000000000,953.945051378274911,5.890767517528784,5656.120392077542419,960.166968947082523,12,23594.919088707036281,1628,3585
3585,3585,150.632196158802145,15.000000000000000,1155.896068214202614,7.578439429853995,8816.343980515976000,1163.345575579249726,13,43503.778010285132041,1763,3585
3585,3585,150.632196158802145,20.000000000000000,1530.961838565446214,10.114255624821158,15591.640328327928728,1541.550946177872902,14,93260.917439068332897,1898,3585
3585,3585,150.632196158802145,25.000000000000000,1595.995264773767985,14.551817503990712,23416.732010053612612,1609.196377265710908,15,178507.460083363112062,2033,3585
3585,3585,150.632196158802145,30.000000000000000,1693.063585027678300,18.516297387297168,31632.116355071157159,1708.339183230654953,16,283149.808898890449200,2168,3585
